BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,lat_lon,Ecotype,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA693136,SAMN17377676,Gasterosteus_aculeatus,female,Klubbvatnet_3,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,16022634,0.349554,45786969,1.54662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056783,Gasterosteus_aculeatus,missing,SAMD00056783,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,16475767,0.35944,45806901,1.64215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056775,Gasterosteus_aculeatus,missing,SAMD00056775,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,17117104,0.373431,45807358,1.56621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056766,Gasterosteus_aculeatus,missing,SAMD00056766,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,17313452,0.377715,45807628,1.52459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056774,Gasterosteus_aculeatus,missing,SAMD00056774,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,17491357,0.381596,45806158,1.53045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056802,Gasterosteus_aculeatus,male,SAMD00056802,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,stream,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,17497310,0.381726,45803666,1.45789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377794,Gasterosteus_aculeatus,male,Klubbvatnet_14,Norway,Europe,Klubbvatnet,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,17635710,0.384745,45787734,1.48327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377805,Gasterosteus_aculeatus,male,Jossavannet_7,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,17775614,0.387797,45782785,1.34802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJDB5056,SAMD00056764,Gasterosteus_aculeatus,missing,SAMD00056764,Canada,North America,Canada:British Columbia,49.01587 N 122.77996 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,18044837,0.393671,45808557,1.49355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17375686,Gasterosteus_aculeatus,female,Klubbvatnet_1,Norway,Europe,Klubbvatnet,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,18049492,0.393772,45792544,1.39209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377788,Gasterosteus_aculeatus,female,Klubbvatnet_9,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,18107304,0.395034,45792736,1.40266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377798,Gasterosteus_aculeatus,male,Jossavannet_4,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,18897700,0.412277,45784713,1.22139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377789,Gasterosteus_aculeatus,female,Klubbvatnet_10,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,19015425,0.414845,45792794,1.32131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377792,Gasterosteus_aculeatus,male,Klubbvatnet_13,Norway,Europe,Klubbvatnet,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,19192712,0.418713,45789604,1.34006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA693136,SAMN17377804,Gasterosteus_aculeatus,male,Jossavannet_6,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,28152966,0.614192,45807406,0.666525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJNA387728,SAMN07162952,Gasterosteus_aculeatus,female,Brown,Canada,North America,Brown,49.741765 N 123.9151 W,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,44400077,0.968643,45836975,0.0336679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
