BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar
PRJNA612146	SRR12601731	WGS	300	10599638400	SAMN14363370	4055056250	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085661	Illumina HiSeq 4000	292	PAIRED	RANDOM	GENOMIC	Hippocampus_subelongatus	ILLUMINA	2020-09-06T00:00:00Z	Hsl_9	SRP280296	Model organism or animal	missing	muscle-292	Not applicable	missing	missing-292	Perth\, Austrilia	Not applicable	Not applicable	Not applicable-292
PRJNA612146	SRR12601733	WGS	300	8450437500	SAMN14363108	3404626589	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085659	Illumina HiSeq 4000	30	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_S3	SRP280296	Model organism or animal	missing	muscle-30	Not applicable	missing	missing-30	Abidjan\, Cote d'Ivoire	Not applicable	Not applicable	Not applicable-30
PRJNA612146	SRR12601735	WGS	300	6962021100	SAMN14363367	2809871434	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085657	Illumina HiSeq 4000	289	PAIRED	RANDOM	GENOMIC	Hippocampus_subelongatus	ILLUMINA	2020-09-06T00:00:00Z	Hsl_6	SRP280296	Model organism or animal	missing	muscle-289	Not applicable	missing	missing-289	Perth\, Austrilia	Not applicable	Not applicable	Not applicable-289
PRJNA612146	SRR12601737	WGS	300	8582893800	SAMN14363365	3352339455	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085655	Illumina HiSeq 4000	287	PAIRED	RANDOM	GENOMIC	Hippocampus_subelongatus	ILLUMINA	2020-09-06T00:00:00Z	Hsl_4	SRP280296	Model organism or animal	missing	muscle-287	Not applicable	missing	missing-287	Perth\, Austrilia	Not applicable	Not applicable	Not applicable-287
PRJNA612146	SRR12601739	WGS	300	7783691700	SAMN14363363	3098260282	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085653	Illumina HiSeq 4000	285	PAIRED	RANDOM	GENOMIC	Hippocampus_subelongatus	ILLUMINA	2020-09-06T00:00:00Z	Hsl_1	SRP280296	Model organism or animal	missing	muscle-285	Not applicable	missing	missing-285	Perth\, Austrilia	Not applicable	Not applicable	Not applicable-285
PRJNA612146	SRR12601743	WGS	300	8641590300	SAMN14363359	3535575966	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085649	Illumina HiSeq 4000	281	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_S2	SRP280296	Model organism or animal	missing	muscle-281	Not applicable	missing	missing-281	Amapa\, Brazil	Not applicable	Not applicable	Not applicable-281
PRJNA612146	SRR12601745	WGS	300	8624107200	SAMN14363358	3417810672	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085647	Illumina HiSeq 4000	280	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_S1	SRP280296	Model organism or animal	missing	muscle-280	Not applicable	missing	missing-280	Amapa\, Brazil	Not applicable	Not applicable	Not applicable-280
PRJNA612146	SRR12601747	WGS	300	11244452700	SAMN14363356	4350715065	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085645	Illumina HiSeq 4000	278	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_13	SRP280296	Model organism or animal	missing	muscle-278	Not applicable	missing	missing-278	Fortaleza\, Brazil	Not applicable	Not applicable	Not applicable-278
PRJNA612146	SRR12601748	WGS	300	7763283300	SAMN14363355	3017953213	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085644	Illumina HiSeq 4000	277	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_12	SRP280296	Model organism or animal	missing	muscle-277	Not applicable	missing	missing-277	Fortaleza\, Brazil	Not applicable	Not applicable	Not applicable-277
PRJNA612146	SRR12601749	WGS	300	7969532700	SAMN14363354	3105516420	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085643	Illumina HiSeq 4000	276	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_11	SRP280296	Model organism or animal	missing	muscle-276	Not applicable	missing	missing-276	Fortaleza\, Brazil	Not applicable	Not applicable	Not applicable-276
PRJNA612146	SRR12601754	WGS	300	8583824100	SAMN14363349	3302351291	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085638	Illumina HiSeq 4000	271	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_6	SRP280296	Model organism or animal	missing	muscle-271	Not applicable	missing	missing-271	Fortaleza\, Brazil	Not applicable	Not applicable	Not applicable-271
PRJNA612146	SRR12601756	WGS	300	7530839100	SAMN14363348	2958313582	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085636	Illumina HiSeq 4000	270	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_5	SRP280296	Model organism or animal	missing	muscle-270	Not applicable	missing	missing-270	Fortaleza\, Brazil	Not applicable	Not applicable	Not applicable-270
PRJNA612146	SRR12601757	WGS	300	9216987300	SAMN14363347	3535656899	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085635	Illumina HiSeq 4000	269	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_4	SRP280296	Model organism or animal	missing	muscle-269	Not applicable	missing	missing-269	Fortaleza\, Brazil	Not applicable	Not applicable	Not applicable-269
PRJNA612146	SRR12601759	WGS	300	9554903100	SAMN14363345	3740525111	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085633	Illumina HiSeq 4000	267	PAIRED	RANDOM	GENOMIC	Hippocampus_reidi	ILLUMINA	2020-09-06T00:00:00Z	Hrd_2	SRP280296	Model organism or animal	missing	muscle-267	Not applicable	missing	missing-267	Fortaleza\, Brazil	Not applicable	Not applicable	Not applicable-267
PRJNA612146	SRR12601761	WGS	300	10418654100	SAMN14363343	4048125322	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085595	Illumina HiSeq 4000	265	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_30	SRP280296	Model organism or animal	missing	muscle-265	Not applicable	missing	missing-265	Xiamen\, China	Not applicable	Not applicable	Not applicable-265
PRJNA612146	SRR12601764	WGS	300	8137972200	SAMN14363405	3178532256	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085628	Illumina HiSeq 4000	327	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_10	SRP280296	Model organism or animal	missing	muscle-327	Not applicable	missing	missing-327	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-327
PRJNA612146	SRR12601765	WGS	300	8039978100	SAMN14363404	3100701647	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085627	Illumina HiSeq 4000	326	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_9	SRP280296	Model organism or animal	missing	muscle-326	Not applicable	missing	missing-326	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-326
PRJNA612146	SRR12601767	WGS	300	7393037400	SAMN14363402	2871366270	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085625	Illumina HiSeq 4000	324	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_7	SRP280296	Model organism or animal	missing	muscle-324	Not applicable	missing	missing-324	Lingshui\, Hainan Province	Not applicable	Not applicable	Not applicable-324
PRJNA612146	SRR12601769	WGS	300	10219823100	SAMN14363400	4002232299	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085623	Illumina HiSeq 4000	322	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_5	SRP280296	Model organism or animal	missing	muscle-322	Not applicable	missing	missing-322	Dongshan\, Fujian Province	Not applicable	Not applicable	Not applicable-322
PRJNA612146	SRR12601770	WGS	300	8466093000	SAMN14363399	3238419534	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085622	Illumina HiSeq 4000	321	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_4	SRP280296	Model organism or animal	missing	muscle-321	Not applicable	missing	missing-321	Dongshan\, Fujian Province	Not applicable	Not applicable	Not applicable-321
PRJNA612146	SRR12601772	WGS	300	8962094700	SAMN14363398	3431335050	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085620	Illumina HiSeq 4000	320	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_3	SRP280296	Model organism or animal	missing	muscle-320	Not applicable	missing	missing-320	Dongshan\, Fujian Province	Not applicable	Not applicable	Not applicable-320
PRJNA612146	SRR12601774	WGS	300	8775739800	SAMN14363396	3444922242	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085618	Illumina HiSeq 4000	318	PAIRED	RANDOM	GENOMIC	Hippocampus_trimaculatus	ILLUMINA	2020-09-06T00:00:00Z	Htl_1	SRP280296	Model organism or animal	missing	muscle-318	Not applicable	missing	missing-318	Dongshan\, Fujian Province	Not applicable	Not applicable	Not applicable-318
PRJNA612146	SRR12601776	WGS	300	6857976900	SAMN14363394	2577226777	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085616	Illumina HiSeq 4000	316	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_19	SRP280296	Model organism or animal	missing	muscle-316	Not applicable	missing	missing-316	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-316
PRJNA612146	SRR12601777	WGS	300	11873127900	SAMN14363393	4678711322	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085615	Illumina HiSeq 4000	315	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_18	SRP280296	Model organism or animal	missing	muscle-315	Not applicable	missing	missing-315	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-315
PRJNA612146	SRR12601779	WGS	300	6711102000	SAMN14363391	2557927620	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085613	Illumina HiSeq 4000	313	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_16	SRP280296	Model organism or animal	missing	muscle-313	Not applicable	missing	missing-313	Colombo\, Sri Lanka	Not applicable	Not applicable	Not applicable-313
PRJNA612146	SRR12601780	WGS	300	7954036200	SAMN14363390	3358033495	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085612	Illumina HiSeq 4000	312	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_15	SRP280296	Model organism or animal	missing	muscle-312	Not applicable	missing	missing-312	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-312
PRJNA612146	SRR12601785	WGS	300	7098805500	SAMN14363386	2909236344	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085607	Illumina HiSeq 4000	308	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_11	SRP280296	Model organism or animal	missing	muscle-308	Not applicable	missing	missing-308	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-308
PRJNA612146	SRR12601787	WGS	300	7652418600	SAMN14363384	3178442150	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085605	Illumina HiSeq 4000	306	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_9	SRP280296	Model organism or animal	missing	muscle-306	Not applicable	missing	missing-306	Sanya\, Hainan Province	Not applicable	Not applicable	Not applicable-306
PRJNA612146	SRR12601792	WGS	300	6069420300	SAMN14363379	2493365055	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085600	Illumina HiSeq 4000	301	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_4	SRP280296	Model organism or animal	missing	muscle-301	Not applicable	missing	missing-301	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-301
PRJNA612146	SRR12601794	WGS	300	8904043500	SAMN14363082	3473918423	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085598	Illumina HiSeq 4000	4	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_4	SRP280296	Model organism or animal	missing	muscle-4	Not applicable	missing	missing-4	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-4
PRJNA612146	SRR12601795	WGS	300	6847934700	SAMN14363378	2814710263	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085597	Illumina HiSeq 4000	300	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_3	SRP280296	Model organism or animal	missing	muscle-300	Not applicable	missing	missing-300	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-300
PRJNA612146	SRR12601797	WGS	300	6135617700	SAMN14363376	2576942238	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085667	Illumina HiSeq 4000	298	PAIRED	RANDOM	GENOMIC	Hippocampus_spinosissimus	ILLUMINA	2020-09-06T00:00:00Z	Hsp_1	SRP280296	Model organism or animal	missing	muscle-298	Not applicable	missing	missing-298	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-298
PRJNA612146	SRR12601798	WGS	300	8848598100	SAMN14363342	3448199381	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085594	Illumina HiSeq 4000	264	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_29	SRP280296	Model organism or animal	missing	muscle-264	Not applicable	missing	missing-264	Xiamen\, China	Not applicable	Not applicable	Not applicable-264
PRJNA612146	SRR12601802	WGS	300	7501723200	SAMN14363105	2995762007	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085590	Illumina HiSeq 4000	27	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_S10	SRP280296	Model organism or animal	missing	muscle-27	Not applicable	missing	missing-27	Abidjan\, Cote d'Ivoire	Not applicable	Not applicable	Not applicable-27
PRJNA612146	SRR12601805	WGS	300	8492764200	SAMN14363336	3310208662	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085587	Illumina HiSeq 4000	258	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_17	SRP280296	Model organism or animal	missing	muscle-258	Not applicable	missing	missing-258	Qingdao\, China	Not applicable	Not applicable	Not applicable-258
PRJNA612146	SRR12601808	WGS	300	17611594800	SAMN14363333	7171909659	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085584	Illumina HiSeq 4000	255	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_13	SRP280296	Model organism or animal	missing	muscle-255	Not applicable	missing	missing-255	Qingdao\, China	Not applicable	Not applicable	Not applicable-255
PRJNA612146	SRR12601810	WGS	300	9559363200	SAMN14363331	3961891510	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085582	Illumina HiSeq 4000	253	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_11	SRP280296	Model organism or animal	missing	muscle-253	Not applicable	missing	missing-253	Qingdao\, China	Not applicable	Not applicable	Not applicable-253
PRJNA612146	SRR12601812	WGS	300	8073150300	SAMN14363329	3361924909	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085580	Illumina HiSeq 4000	251	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_8	SRP280296	Model organism or animal	missing	muscle-251	Not applicable	missing	missing-251	Laizhou\, China	Not applicable	Not applicable	Not applicable-251
PRJNA612146	SRR12601814	WGS	300	12065606400	SAMN14363328	5023774467	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085578	Illumina HiSeq 4000	250	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_7	SRP280296	Model organism or animal	missing	muscle-250	Not applicable	missing	missing-250	Laizhou\, China	Not applicable	Not applicable	Not applicable-250
PRJNA612146	SRR12601817	WGS	300	7389360000	SAMN14363325	3056175596	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085575	Illumina HiSeq 4000	247	PAIRED	RANDOM	GENOMIC	Hippocampus_mohnikei	ILLUMINA	2020-09-06T00:00:00Z	Hmh_1	SRP280296	Model organism or animal	missing	muscle-247	Not applicable	missing	missing-247	Laizhou\, China	Not applicable	Not applicable	Not applicable-247
PRJNA612146	SRR12601819	WGS	300	7711835400	SAMN14363323	3140197304	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085573	Illumina HiSeq 4000	245	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_19	SRP280296	Model organism or animal	missing	muscle-245	Not applicable	missing	missing-245	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-245
PRJNA612146	SRR12601822	WGS	300	8097811500	SAMN14363320	2971053620	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085570	Illumina HiSeq 4000	242	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_16	SRP280296	Model organism or animal	missing	muscle-242	Not applicable	missing	missing-242	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-242
PRJNA612146	SRR12601824	WGS	300	10554889800	SAMN14363103	4235130923	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085568	Illumina HiSeq 4000	25	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_11	SRP280296	Model organism or animal	missing	muscle-25	Not applicable	missing	missing-25	Luanda\, Angola	Not applicable	Not applicable	Not applicable-25
PRJNA612146	SRR12601825	WGS	300	9367506900	SAMN14363318	3580947080	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085567	Illumina HiSeq 4000	240	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_14	SRP280296	Model organism or animal	missing	muscle-240	Not applicable	missing	missing-240	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-240
PRJNA612146	SRR12601827	WGS	300	7049287800	SAMN14363316	2793993248	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085565	Illumina HiSeq 4000	238	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_11	SRP280296	Model organism or animal	missing	muscle-238	Not applicable	missing	missing-238	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-238
PRJNA612146	SRR12601828	WGS	300	7772851500	SAMN14363315	3104324133	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085564	Illumina HiSeq 4000	237	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_10	SRP280296	Model organism or animal	missing	muscle-237	Not applicable	missing	missing-237	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-237
PRJNA612146	SRR12601830	WGS	300	11348115600	SAMN14363313	4387040939	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085562	Illumina HiSeq 4000	235	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_8	SRP280296	Model organism or animal	missing	muscle-235	Not applicable	missing	missing-235	Ho Chi Minh City\, Vietnum	Not applicable	Not applicable	Not applicable-235
PRJNA612146	SRR12601831	WGS	300	10593087600	SAMN14363312	4165704968	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085561	Illumina HiSeq 4000	234	PAIRED	RANDOM	GENOMIC	Hippocampus_kuda	ILLUMINA	2020-09-06T00:00:00Z	Hku_7	SRP280296	Model organism or animal	missing	muscle-234	Not applicable	missing	missing-234	Phuket Island\, Thailand	Not applicable	Not applicable	Not applicable-234
