BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST
PRJEB5198	ERR407034	WGS	192	77178240	SAMEA2338557	46792990	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373395	Illumina HiSeq 2000	NG-5241_STD.BS10	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338557	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391873	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391873	BS10 Lake Three-spined stickleback	BS10	BS10 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407035	WGS	192	87498816	SAMEA2338557	55038998	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373396	Illumina HiSeq 2000	NG-5241_STD.BS10	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338557	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391873	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391873	BS10 Lake Three-spined stickleback	BS10	BS10 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407036	WGS	192	73449600	SAMEA2338557	44301935	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373397	Illumina HiSeq 2000	NG-5241_STD.BS10	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338557	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391873	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391873	BS10 Lake Three-spined stickleback	BS10	BS10 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407038	WGS	192	432323712	SAMEA2338557	301812453	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373399	Illumina HiSeq 2000	NG-5241_STD.BS10	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338557	ERP004574	female	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391873	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391873	BS10 Lake Three-spined stickleback	BS10	BS10 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407042	WGS	192	65561472	SAMEA2338582	42627525	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373403	Illumina HiSeq 2000	NG-5241_STD.BS11	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338582	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391886	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391886	BS11 River Three-spined stickleback	BS11	BS11 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecul...	ERC000011
PRJEB5198	ERR407043	WGS	192	63059904	SAMEA2338582	40964248	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373404	Illumina HiSeq 2000	NG-5241_STD.BS11	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338582	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391886	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391886	BS11 River Three-spined stickleback	BS11	BS11 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecul...	ERC000011
PRJEB5198	ERR407044	WGS	192	69087168	SAMEA2338582	45496874	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373405	Illumina HiSeq 2000	NG-5241_STD.BS11	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338582	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391886	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391886	BS11 River Three-spined stickleback	BS11	BS11 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecul...	ERC000011
PRJEB5198	ERR407045	WGS	192	63902400	SAMEA2338582	41890748	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373406	Illumina HiSeq 2000	NG-5241_STD.BS11	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338582	ERP004574	female	May-2010	Germany	Europe	54.204189 N 10.561639 E	ERS391886	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391886	BS11 River Three-spined stickleback	BS11	BS11 Three-spined stickleback caught during May 2010 in Malenter Au at Schleswig-Holstein\, Germany (54°12'15.08N\,10°33'41.90E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecul...	ERC000011
PRJEB5198	ERR407046	WGS	192	363154560	SAMEA2338545	244893515	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373407	Illumina HiSeq 2000	NG-5241_STD.BS12	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338545	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391874	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391874	BS12 Lake Three-spined stickleback	BS12	BS12 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407047	WGS	192	179774016	SAMEA2338545	98836392	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373408	Illumina HiSeq 2000	NG-5241_STD.BS12	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338545	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391874	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391874	BS12 Lake Three-spined stickleback	BS12	BS12 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407048	WGS	192	63963072	SAMEA2338545	39789012	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373409	Illumina HiSeq 2000	NG-5241_STD.BS12	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338545	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391874	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391874	BS12 Lake Three-spined stickleback	BS12	BS12 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407049	WGS	192	58041984	SAMEA2338545	36915019	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373410	Illumina HiSeq 2000	NG-5241_STD.BS12	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338545	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391874	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391874	BS12 Lake Three-spined stickleback	BS12	BS12 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407050	WGS	192	56034048	SAMEA2338545	35568646	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373411	Illumina HiSeq 2000	NG-5241_STD.BS12	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338545	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391874	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391874	BS12 Lake Three-spined stickleback	BS12	BS12 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407051	WGS	192	60912576	SAMEA2338545	39293572	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373412	Illumina HiSeq 2000	NG-5241_STD.BS12	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338545	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391874	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391874	BS12 Lake Three-spined stickleback	BS12	BS12 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407052	WGS	192	56294784	SAMEA2338545	36121017	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373413	Illumina HiSeq 2000	NG-5241_STD.BS12	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338545	ERP004574	male	May-2010	Germany	Europe	54.156003 N 10.430144 E	ERS391874	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391874	BS12 Lake Three-spined stickleback	BS12	BS12 Three-spined stickleback caught during May 2010 in Grosser Ploener See at Schleswig-Holstein\, Germany (54°9'21.61N\,10°25'48.52E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high ...	ERC000011
PRJEB5198	ERR407053	WGS	192	245661504	SAMEA2338580	168886225	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373414	Illumina HiSeq 2000	NG-5241_STD.BS13	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338580	ERP004574	male	May-2010	Germany	Europe	54.263617 N 10.040131 E	ERS391863	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:01Z	2018-03-08T17:04:47Z	public	ERS391863	BS13 River Three-spined stickleback	BS13	BS13 Three-spined stickleback caught during May 2010 in Eider at Schleswig-Holstein\, Germany (54°15'49.02N\,10°2'24.47E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weig...	ERC000011
PRJEB5198	ERR407054	WGS	192	234082752	SAMEA2338580	161097528	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373415	Illumina HiSeq 2000	NG-5241_STD.BS13	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338580	ERP004574	male	May-2010	Germany	Europe	54.263617 N 10.040131 E	ERS391863	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:01Z	2018-03-08T17:04:47Z	public	ERS391863	BS13 River Three-spined stickleback	BS13	BS13 Three-spined stickleback caught during May 2010 in Eider at Schleswig-Holstein\, Germany (54°15'49.02N\,10°2'24.47E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weig...	ERC000011
PRJEB5198	ERR407055	WGS	192	43044864	SAMEA2338580	26912120	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373416	Illumina HiSeq 2000	NG-5241_STD.BS13	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338580	ERP004574	male	May-2010	Germany	Europe	54.263617 N 10.040131 E	ERS391863	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:01Z	2018-03-08T17:04:47Z	public	ERS391863	BS13 River Three-spined stickleback	BS13	BS13 Three-spined stickleback caught during May 2010 in Eider at Schleswig-Holstein\, Germany (54°15'49.02N\,10°2'24.47E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weig...	ERC000011
PRJEB5198	ERR407056	WGS	192	36351744	SAMEA2338580	23168614	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373417	Illumina HiSeq 2000	NG-5241_STD.BS13	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338580	ERP004574	male	May-2010	Germany	Europe	54.263617 N 10.040131 E	ERS391863	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:01Z	2018-03-08T17:04:47Z	public	ERS391863	BS13 River Three-spined stickleback	BS13	BS13 Three-spined stickleback caught during May 2010 in Eider at Schleswig-Holstein\, Germany (54°15'49.02N\,10°2'24.47E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weig...	ERC000011
PRJEB5198	ERR407057	WGS	192	34996416	SAMEA2338580	22239044	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373418	Illumina HiSeq 2000	NG-5241_STD.BS13	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338580	ERP004574	male	May-2010	Germany	Europe	54.263617 N 10.040131 E	ERS391863	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:01Z	2018-03-08T17:04:47Z	public	ERS391863	BS13 River Three-spined stickleback	BS13	BS13 Three-spined stickleback caught during May 2010 in Eider at Schleswig-Holstein\, Germany (54°15'49.02N\,10°2'24.47E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weig...	ERC000011
PRJEB5198	ERR407058	WGS	192	39644544	SAMEA2338580	25644007	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373419	Illumina HiSeq 2000	NG-5241_STD.BS13	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338580	ERP004574	male	May-2010	Germany	Europe	54.263617 N 10.040131 E	ERS391863	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:01Z	2018-03-08T17:04:47Z	public	ERS391863	BS13 River Three-spined stickleback	BS13	BS13 Three-spined stickleback caught during May 2010 in Eider at Schleswig-Holstein\, Germany (54°15'49.02N\,10°2'24.47E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weig...	ERC000011
PRJEB5198	ERR407060	WGS	192	289532160	SAMEA2338575	194375491	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373421	Illumina HiSeq 2000	NG-5241_STD.BS14	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338575	ERP004574	female	May-2010	Germany	Europe	54.283867 N 9.948808 E	ERS391917	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391917	BS14 Lake Three-spined stickleback	BS14	BS14 Three-spined stickleback caught during May 2010 in Westensee at Schleswig-Holstein\, Germany (54°17'1.92N\,9°56'55.71E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407062	WGS	192	42495360	SAMEA2338575	26322263	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373423	Illumina HiSeq 2000	NG-5241_STD.BS14	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338575	ERP004574	female	May-2010	Germany	Europe	54.283867 N 9.948808 E	ERS391917	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391917	BS14 Lake Three-spined stickleback	BS14	BS14 Three-spined stickleback caught during May 2010 in Westensee at Schleswig-Holstein\, Germany (54°17'1.92N\,9°56'55.71E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407063	WGS	192	35924736	SAMEA2338575	22549230	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373424	Illumina HiSeq 2000	NG-5241_STD.BS14	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338575	ERP004574	female	May-2010	Germany	Europe	54.283867 N 9.948808 E	ERS391917	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391917	BS14 Lake Three-spined stickleback	BS14	BS14 Three-spined stickleback caught during May 2010 in Westensee at Schleswig-Holstein\, Germany (54°17'1.92N\,9°56'55.71E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407064	WGS	192	34938816	SAMEA2338575	21928053	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373425	Illumina HiSeq 2000	NG-5241_STD.BS14	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338575	ERP004574	female	May-2010	Germany	Europe	54.283867 N 9.948808 E	ERS391917	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391917	BS14 Lake Three-spined stickleback	BS14	BS14 Three-spined stickleback caught during May 2010 in Westensee at Schleswig-Holstein\, Germany (54°17'1.92N\,9°56'55.71E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
PRJEB5198	ERR407065	WGS	192	39271680	SAMEA2338575	25055371	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373426	Illumina HiSeq 2000	NG-5241_STD.BS14	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338575	ERP004574	female	May-2010	Germany	Europe	54.283867 N 9.948808 E	ERS391917	2014-01-10	2018-11-16	Germany	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:58Z	public	ERS391917	BS14 Lake Three-spined stickleback	BS14	BS14 Three-spined stickleback caught during May 2010 in Westensee at Schleswig-Holstein\, Germany (54°17'1.92N\,9°56'55.71E). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular w...	ERC000011
