BioSample,refGenome,Organism,,BioSample,refGenome,Run,Organism,BioProject,LibraryName,,,,
SAMEA104219284,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098920,Poecilia_reticulata,PRJEB22221,L_PR10,,,,
SAMEA104219284,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098920,Poecilia_reticulata,PRJEB22221,L_PR10,,,,
SAMEA104219285,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098921,Poecilia_reticulata,PRJEB22221,L_PR11,,,,
SAMEA104219285,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098921,Poecilia_reticulata,PRJEB22221,L_PR11,,,,
SAMEA104219286,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098922,Poecilia_reticulata,PRJEB22221,L_PR12,,,,
SAMEA104219286,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098922,Poecilia_reticulata,PRJEB22221,L_PR12,,,,
SAMEA104219287,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098923,Poecilia_reticulata,PRJEB22221,L_PR13,,,,
SAMEA104219287,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098923,Poecilia_reticulata,PRJEB22221,L_PR13,,,,
SAMEA104219288,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098924,Poecilia_reticulata,PRJEB22221,L_PR14,,,,
SAMEA104219288,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098924,Poecilia_reticulata,PRJEB22221,L_PR14,,,,
SAMEA104219289,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098925,Poecilia_reticulata,PRJEB22221,L_PR15,,,,
SAMEA104219289,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098925,Poecilia_reticulata,PRJEB22221,L_PR15,,,,
SAMEA104219290,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098926,Poecilia_reticulata,PRJEB22221,L_PR16,,,,
SAMEA104219290,GCF_000633615.1,Poecilia_reticulata,,,,ERR2098926,Poecilia_reticulata,PRJEB22221,L_PR16,,,,
SAMEA104363372,GCA_001700915.1,Passer_italiae,,,,ERR2185478,Passer_italiae,PRJEB22939,library_SAMEA104363372,,,,
SAMEA104363373,GCA_001700915.1,Passer_italiae,,,,ERR2185479,Passer_italiae,PRJEB22939,library_SAMEA104363373,,,,
SAMEA104363374,GCA_001700915.1,Passer_italiae,,,,ERR2185480,Passer_italiae,PRJEB22939,library_SAMEA104363374,,,,
SAMEA104363375,GCA_001700915.1,Passer_italiae,,,,ERR2185481,Passer_italiae,PRJEB22939,library_SAMEA104363375,,,,
SAMEA104363376,GCA_001700915.1,Passer_italiae,,,,ERR2185482,Passer_italiae,PRJEB22939,library_SAMEA104363376,,,,
SAMEA104363377,GCA_001700915.1,Passer_italiae,,,,ERR2185483,Passer_italiae,PRJEB22939,library_SAMEA104363377,,,,
SAMEA104363378,GCA_001700915.1,Passer_italiae,,,,ERR2185484,Passer_italiae,PRJEB22939,library_SAMEA104363378,,,,
SAMEA104363379,GCA_001700915.1,Passer_italiae,,,,ERR2185485,Passer_italiae,PRJEB22939,library_SAMEA104363379,,,,
SAMEA104363380,GCA_001700915.1,Passer_italiae,,,,ERR2185486,Passer_italiae,PRJEB22939,library_SAMEA104363380,,,,
SAMEA104363381,GCA_001700915.1,Passer_italiae,,,,ERR2185487,Passer_italiae,PRJEB22939,library_SAMEA104363381,,,,
SAMEA104363382,GCA_001700915.1,Passer_italiae,,,,ERR2185488,Passer_italiae,PRJEB22939,library_SAMEA104363382,,,,
SAMEA104363383,GCA_001700915.1,Passer_italiae,,,,ERR2185489,Passer_italiae,PRJEB22939,library_SAMEA104363383,,,,
SAMEA104363384,GCA_001700915.1,Passer_italiae,,,,ERR2185490,Passer_italiae,PRJEB22939,library_SAMEA104363384,,,,
SAMEA104363385,GCA_001700915.1,Passer_italiae,,,,ERR2185491,Passer_italiae,PRJEB22939,library_SAMEA104363385,,,,
SAMEA104363386,GCA_001700915.1,Passer_italiae,,,,ERR2185492,Passer_italiae,PRJEB22939,library_SAMEA104363386,,,,
SAMEA104363387,GCA_001700915.1,Passer_italiae,,,,ERR2185493,Passer_italiae,PRJEB22939,library_SAMEA104363387,,,,
SAMEA104363388,GCA_001700915.1,Passer_italiae,,,,ERR2185494,Passer_italiae,PRJEB22939,library_SAMEA104363388,,,,
SAMEA104363389,GCA_001700915.1,Passer_italiae,,,,ERR2185495,Passer_italiae,PRJEB22939,library_SAMEA104363389,,,,
SAMEA104363390,GCA_001700915.1,Passer_italiae,,,,ERR2185496,Passer_italiae,PRJEB22939,library_SAMEA104363390,,,,
SAMEA104363391,GCA_001700915.1,Passer_italiae,,,,ERR2185497,Passer_italiae,PRJEB22939,library_SAMEA104363391,,,,
SAMEA104363392,GCA_001700915.1,Passer_italiae,,,,ERR2185498,Passer_italiae,PRJEB22939,library_SAMEA104363392,,,,
SAMEA104363393,GCA_001700915.1,Passer_italiae,,,,ERR2185499,Passer_italiae,PRJEB22939,library_SAMEA104363393,,,,
SAMEA104363394,GCA_001700915.1,Passer_italiae,,,,ERR2185500,Passer_italiae,PRJEB22939,library_SAMEA104363394,,,,
SAMEA104363395,GCA_001700915.1,Passer_italiae,,,,ERR2185501,Passer_italiae,PRJEB22939,library_SAMEA104363395,,,,
SAMEA104363397,GCA_001700915.1,Passer_italiae,,,,ERR2185503,Passer_italiae,PRJEB22939,library_SAMEA104363397,,,,
SAMEA104363398,GCA_001700915.1,Passer_italiae,,,,ERR2185504,Passer_italiae,PRJEB22939,library_SAMEA104363398,,,,
SAMEA104363399,GCA_001700915.1,Passer_italiae,,,,ERR2185505,Passer_italiae,PRJEB22939,library_SAMEA104363399,,,,
SAMEA104363400,GCA_001700915.1,Passer_italiae,,,,ERR2185506,Passer_italiae,PRJEB22939,library_SAMEA104363400,,,,
SAMEA104363401,GCA_001700915.1,Passer_italiae,,,,ERR2185507,Passer_italiae,PRJEB22939,library_SAMEA104363401,,,,
SAMEA104363402,GCA_001700915.1,Passer_italiae,,,,ERR2185508,Passer_italiae,PRJEB22939,library_SAMEA104363402,,,,
SAMEA104363403,GCA_001700915.1,Passer_italiae,,,,ERR2185509,Passer_italiae,PRJEB22939,library_SAMEA104363403,,,,
SAMEA104363404,GCA_001700915.1,Passer_italiae,,,,ERR2185510,Passer_italiae,PRJEB22939,library_SAMEA104363404,,,,
SAMEA104363405,GCA_001700915.1,Passer_italiae,,,,ERR2185511,Passer_italiae,PRJEB22939,library_SAMEA104363405,,,,
SAMEA104363406,GCA_001700915.1,Passer_italiae,,,,ERR2185512,Passer_italiae,PRJEB22939,library_SAMEA104363406,,,,
SAMEA104363407,GCA_001700915.1,Passer_italiae,,,,ERR2185528,Passer_italiae,PRJEB22939,library_SAMEA104363407,,,,
SAMEA104363408,GCA_001700915.1,Passer_italiae,,,,ERR2185513,Passer_italiae,PRJEB22939,library_SAMEA104363408,,,,
SAMEA104363409,GCA_001700915.1,Passer_italiae,,,,ERR2185514,Passer_italiae,PRJEB22939,library_SAMEA104363409,,,,
SAMEA104363410,GCA_001700915.1,Passer_italiae,,,,ERR2185515,Passer_italiae,PRJEB22939,library_SAMEA104363410,,,,
SAMEA104363411,GCA_001700915.1,Passer_italiae,,,,ERR2185516,Passer_italiae,PRJEB22939,library_SAMEA104363411,,,,
SAMEA104363412,GCA_001700915.1,Passer_italiae,,,,ERR2185517,Passer_italiae,PRJEB22939,library_SAMEA104363412,,,,
SAMEA104363413,GCA_001700915.1,Passer_italiae,,,,ERR2185518,Passer_italiae,PRJEB22939,library_SAMEA104363413,,,,
SAMEA104363414,GCA_001700915.1,Passer_italiae,,,,ERR2185519,Passer_italiae,PRJEB22939,library_SAMEA104363414,,,,
SAMEA104363415,GCA_001700915.1,Passer_italiae,,,,ERR2185520,Passer_italiae,PRJEB22939,library_SAMEA104363415,,,,
SAMEA104363416,GCA_001700915.1,Passer_italiae,,,,ERR2185521,Passer_italiae,PRJEB22939,library_SAMEA104363416,,,,
SAMEA104363417,GCA_001700915.1,Passer_italiae,,,,ERR2185522,Passer_italiae,PRJEB22939,library_SAMEA104363417,,,,
SAMEA104363418,GCA_001700915.1,Passer_italiae,,,,ERR2185523,Passer_italiae,PRJEB22939,library_SAMEA104363418,,,,
SAMEA104363419,GCA_001700915.1,Passer_italiae,,,,ERR2185524,Passer_italiae,PRJEB22939,library_SAMEA104363419,,,,
SAMEA104363420,GCA_001700915.1,Passer_italiae,,,,ERR2185525,Passer_italiae,PRJEB22939,library_SAMEA104363420,,,,
SAMEA104363421,GCA_001700915.1,Passer_italiae,,,,ERR2185526,Passer_italiae,PRJEB22939,library_SAMEA104363421,,,,
SAMEA104363422,GCA_001700915.1,Passer_italiae,,,,ERR2185527,Passer_italiae,PRJEB22939,library_SAMEA104363422,,,,
SAMEA1317593,GCF_002234675.1,Oryzias_latipes,,,,ERR110346,Oryzias_latipes,PRJEB2759,4300773,,,,
SAMEA1317594,GCF_002234675.1,Oryzias_latipes,,,,ERR110366,Oryzias_latipes,PRJEB2759,4297869,,,,
SAMEA1317596,GCF_002234675.1,Oryzias_latipes,,,,ERR110364,Oryzias_latipes,PRJEB2759,4300782,,,,
SAMEA1317598,GCF_002234675.1,Oryzias_latipes,,,,ERR110363,Oryzias_latipes,PRJEB2759,4300781,,,,
SAMEA1317599,GCF_002234675.1,Oryzias_latipes,,,,ERR110360,Oryzias_latipes,PRJEB2759,4297866,,,,
SAMEA1317600,GCF_002234675.1,Oryzias_latipes,,,,ERR110345,Oryzias_latipes,PRJEB2759,4300772,,,,
SAMEA1317601,GCF_002234675.1,Oryzias_latipes,,,,ERR110349,Oryzias_latipes,PRJEB2759,4300776,,,,
SAMEA1317603,GCF_002234675.1,Oryzias_latipes,,,,ERR110367,Oryzias_latipes,PRJEB2759,4297870,,,,
SAMEA1317604,GCF_002234675.1,Oryzias_latipes,,,,ERR110354,Oryzias_latipes,PRJEB2759,4297857,,,,
SAMEA1317605,GCF_002234675.1,Oryzias_latipes,,,,ERR110361,Oryzias_latipes,PRJEB2759,4297867,,,,
SAMEA1317608,GCF_002234675.1,Oryzias_latipes,,,,ERR110348,Oryzias_latipes,PRJEB2759,4300775,,,,
SAMEA1317610,GCF_002234675.1,Oryzias_latipes,,,,ERR110355,Oryzias_latipes,PRJEB2759,4297858,,,,
SAMEA1317612,GCF_002234675.1,Oryzias_latipes,,,,ERR110357,Oryzias_latipes,PRJEB2759,4297860,,,,
SAMEA1317614,GCF_002234675.1,Oryzias_latipes,,,,ERR110351,Oryzias_latipes,PRJEB2759,4300778,,,,
SAMEA1317615,GCF_002234675.1,Oryzias_latipes,,,,ERR110352,Oryzias_latipes,PRJEB2759,4300779,,,,
SAMEA1317616,GCF_002234675.1,Oryzias_latipes,,,,ERR110358,Oryzias_latipes,PRJEB2759,4297861,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407019,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS26,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407158,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS26,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407159,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS26,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407160,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS26,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407161,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS26,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407162,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS26,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407157,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS26,,,,
SAMEA1523618,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407501,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS26,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407021,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407172,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407173,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407174,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407175,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407176,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407177,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407170,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407171,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS28,,,,
SAMEA1523619,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407503,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS28,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407024,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407192,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407194,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407195,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407196,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407506,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407197,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407191,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS30,,,,
SAMEA1523620,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407193,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS30,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407151,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS25,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407152,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS25,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407153,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS25,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407156,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS25,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407499,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS25,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407500,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS25,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407154,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS25,,,,
SAMEA1523621,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407155,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS25,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407163,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407164,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407165,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407168,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407169,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407020,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407167,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407166,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS27,,,,
SAMEA1523622,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407502,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS27,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407022,Gasterosteus_aculeatus,PRJEB5198,NG-5241_4kb.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407178,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407179,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407180,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407182,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407504,Gasterosteus_aculeatus,PRJEB5198,NG-6005_STD.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407181,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407183,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS29,,,,
SAMEA1523623,GCA_000180675.1,Gasterosteus_aculeatus,,,,ERR407184,Gasterosteus_aculeatus,PRJEB5198,NG-5241_STD.BS29,,,,
SAMEA1877400,GCF_900246225.1,Astatotilapia_spp,,,,ERR266469,Astatotilapia_spp,PRJEB1254,6526420,,,,
SAMEA1877400,GCF_900246225.1,Astatotilapia_spp,,,,ERR266453,Astatotilapia_spp,PRJEB1254,6526420,,,,
SAMEA1877400,GCF_900246225.1,Astatotilapia_spp,,,,ERR266477,Astatotilapia_spp,PRJEB1254,6526420,,,,
SAMEA1877402,GCF_900246225.1,Astatotilapia_spp,,,,ERR271669,Astatotilapia_spp,PRJEB1254,6526411,,,,
SAMEA1877402,GCF_900246225.1,Astatotilapia_spp,,,,ERR266508,Astatotilapia_spp,PRJEB1254,6526411,,,,
SAMEA1877402,GCF_900246225.1,Astatotilapia_spp,,,,ERR271677,Astatotilapia_spp,PRJEB1254,6526411,,,,
SAMEA1877404,GCF_900246225.1,Astatotilapia_spp,,,,ERR266458,Astatotilapia_spp,PRJEB1254,6526385,,,,
SAMEA1877404,GCF_900246225.1,Astatotilapia_spp,,,,ERR266482,Astatotilapia_spp,PRJEB1254,6526385,,,,
SAMEA1877404,GCF_900246225.1,Astatotilapia_spp,,,,ERR266490,Astatotilapia_spp,PRJEB1254,6526385,,,,
SAMEA1877407,GCF_900246225.1,Astatotilapia_spp,,,,ERR266464,Astatotilapia_spp,PRJEB1254,6526457,,,,
SAMEA1877407,GCF_900246225.1,Astatotilapia_spp,,,,ERR266488,Astatotilapia_spp,PRJEB1254,6526457,,,,
SAMEA1877407,GCF_900246225.1,Astatotilapia_spp,,,,ERR266496,Astatotilapia_spp,PRJEB1254,6526457,,,,
SAMEA1877425,GCF_900246225.1,Astatotilapia_spp,,,,ERR266455,Astatotilapia_spp,PRJEB1254,6526444,,,,
SAMEA1877425,GCF_900246225.1,Astatotilapia_spp,,,,ERR266471,Astatotilapia_spp,PRJEB1254,6526444,,,,
SAMEA1877425,GCF_900246225.1,Astatotilapia_spp,,,,ERR266479,Astatotilapia_spp,PRJEB1254,6526444,,,,
SAMEA1877436,GCF_900246225.1,Astatotilapia_spp,,,,ERR266457,Astatotilapia_spp,PRJEB1254,6526468,,,,
SAMEA1877436,GCF_900246225.1,Astatotilapia_spp,,,,ERR266473,Astatotilapia_spp,PRJEB1254,6526468,,,,
SAMEA1877436,GCF_900246225.1,Astatotilapia_spp,,,,ERR266481,Astatotilapia_spp,PRJEB1254,6526468,,,,
SAMEA1877442,GCF_900246225.1,Astatotilapia_spp,,,,ERR266459,Astatotilapia_spp,PRJEB1254,6526397,,,,
SAMEA1877442,GCF_900246225.1,Astatotilapia_spp,,,,ERR266483,Astatotilapia_spp,PRJEB1254,6526397,,,,
SAMEA1877442,GCF_900246225.1,Astatotilapia_spp,,,,ERR266491,Astatotilapia_spp,PRJEB1254,6526397,,,,
SAMEA1877447,GCF_900246225.1,Astatotilapia_spp,,,,ERR266454,Astatotilapia_spp,PRJEB1254,6526432,,,,
SAMEA1877447,GCF_900246225.1,Astatotilapia_spp,,,,ERR266470,Astatotilapia_spp,PRJEB1254,6526432,,,,
SAMEA1877447,GCF_900246225.1,Astatotilapia_spp,,,,ERR266478,Astatotilapia_spp,PRJEB1254,6526432,,,,
SAMEA1877464,GCF_900246225.1,Astatotilapia_spp,,,,ERR266450,Astatotilapia_spp,PRJEB1254,6526384,,,,
SAMEA1877464,GCF_900246225.1,Astatotilapia_spp,,,,ERR266466,Astatotilapia_spp,PRJEB1254,6526384,,,,
SAMEA1877464,GCF_900246225.1,Astatotilapia_spp,,,,ERR266474,Astatotilapia_spp,PRJEB1254,6526384,,,,
SAMEA1877494,GCF_900246225.1,Astatotilapia_spp,,,,ERR266451,Astatotilapia_spp,PRJEB1254,6526396,,,,
SAMEA1877494,GCF_900246225.1,Astatotilapia_spp,,,,ERR266467,Astatotilapia_spp,PRJEB1254,6526396,,,,
SAMEA1877494,GCF_900246225.1,Astatotilapia_spp,,,,ERR266475,Astatotilapia_spp,PRJEB1254,6526396,,,,
SAMEA1877507,GCF_900246225.1,Astatotilapia_spp,,,,ERR271670,Astatotilapia_spp,PRJEB1254,6526423,,,,
SAMEA1877507,GCF_900246225.1,Astatotilapia_spp,,,,ERR266509,Astatotilapia_spp,PRJEB1254,6526423,,,,
SAMEA1877507,GCF_900246225.1,Astatotilapia_spp,,,,ERR271678,Astatotilapia_spp,PRJEB1254,6526423,,,,
SAMEA1877511,GCF_900246225.1,Astatotilapia_spp,,,,ERR266456,Astatotilapia_spp,PRJEB1254,6526456,,,,
SAMEA1877511,GCF_900246225.1,Astatotilapia_spp,,,,ERR266472,Astatotilapia_spp,PRJEB1254,6526456,,,,
SAMEA1877511,GCF_900246225.1,Astatotilapia_spp,,,,ERR266480,Astatotilapia_spp,PRJEB1254,6526456,,,,
SAMEA1904323,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299198,Astatotilapia_calliptera,PRJEB1254,6811013,,,,
SAMEA1904323,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299207,Astatotilapia_calliptera,PRJEB1254,6811013,,,,
SAMEA1904323,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR295124,Astatotilapia_calliptera,PRJEB1254,6811013,,,,
SAMEA1904326,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299201,Astatotilapia_calliptera,PRJEB1254,6811049,,,,
SAMEA1904326,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299210,Astatotilapia_calliptera,PRJEB1254,6811049,,,,
SAMEA1904326,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR295127,Astatotilapia_calliptera,PRJEB1254,6811049,,,,
SAMEA1904327,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299199,Astatotilapia_calliptera,PRJEB1254,6811025,,,,
SAMEA1904327,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299208,Astatotilapia_calliptera,PRJEB1254,6811025,,,,
SAMEA1904327,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR295125,Astatotilapia_calliptera,PRJEB1254,6811025,,,,
SAMEA1904328,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299200,Astatotilapia_calliptera,PRJEB1254,6811037,,,,
SAMEA1904328,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR299209,Astatotilapia_calliptera,PRJEB1254,6811037,,,,
SAMEA1904328,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR295126,Astatotilapia_calliptera,PRJEB1254,6811037,,,,
SAMEA1904833,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR294657,Astatotilapia_calliptera,PRJEB1254,6868862,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR315228,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303340,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303349,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303358,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303367,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303376,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303385,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303394,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920090,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303403,Astatotilapia_calliptera,PRJEB1254,6813841,,,,
SAMEA1920091,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR315229,Astatotilapia_calliptera,PRJEB1254,6813853,,,,
SAMEA1920091,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303341,Astatotilapia_calliptera,PRJEB1254,6813853,,,,
SAMEA1920091,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303350,Astatotilapia_calliptera,PRJEB1254,6813853,,,,
SAMEA1920091,GCF_900246225.1,Astatotilapia_calliptera,,,,ERR303359,Astatotilapia_calliptera,PRJEB1254,6813853,,,,
